ToChairmanDeanandmygreatfriendDickDurbin;andtoallmyfellowcitizensofthisgreatnation;,,,,,,,
Withprofoundgratitudeandgreathumility,IacceptyournominationforthepresidencyoftheUnitedStates.,,,,,,
Inthefaceofthatyoungstudentwhosleepsjustthreehoursbeforeworkingthenightshift,Ithinkaboutmymom,whoraisedmysisterandmeonherownwhilesheworkedandearnedherdegree;whoonceturnedtofoodstampsbutwasstillabletosendustothebestschoolsinthecountrywiththehelpofstudentloansandscholarships.,,,,,
WhenIlistentoanotherworkertellmethathisfactoryhasshutdown,IrememberallthosemenandwomenontheSouthSideofChicagowhoIstoodbyandfoughtfortwodecadesagoafterthelocalsteelplantclosed.,,,,,,
AndwhenIhearawomantalkaboutthedifficultiesofstartingherownbusiness,Ithinkaboutmygrandmother,whoworkedherwayupfromthesecretarialpooltomiddle-management,despiteyearsofbeingpassedoverforpromotionsbecauseshewasawoman.She'stheonewhotaughtmeabouthardwork.She'stheonewhoputoffbuyinganewcaroranewdressforherselfsothatIcouldhaveabetterlife.Shepouredeverythingshehadintome.Andalthoughshecannolongertravel,Iknowthatshe'swatchingtonight,andthattonightishernightaswell.,,
Idon'tknowwhatkindoflivesJohnMcCainthinksthatcelebritieslead,butthishasbeenmine.Thesearemyheroes.Theirsarethestoriesthatshapedme.AnditisontheirbehalfthatIintendtowinthiselectionandkeepourpromisealiveasPresidentoftheUnitedStates.,,,,,,
Whatisthatpromise?,,,,,,,
It'sapromisethatsayseachofushasthefreedomtomakeofourownliveswhatwewill,butthatwealsohavetheobligationtotreateachotherwithdignityandrespect.,,,,,,
It'sapromisethatsaysthemarketshouldrewarddriveandinnovationandgenerategrowth,butthatbusinessesshouldliveuptotheirresponsibilitiestocreateAmericanjobs,lookoutforAmericanworkers,andplaybytherulesoftheroad.,,,,
Oursisapromisethatsaysgovernmentcannotsolveallourproblems,butwhatitshoulddoisthatwhichwecannotdoforourselves-protectusfromharmandprovideeverychildadecenteducation;keepourwatercleanandourtoyssafe;investinnewschoolsandnewroadsandnewscienceandtechnology.,,,,,,
Ourgovernmentshouldworkforus,notagainstus.Itshouldhelpus,nothurtus.Itshouldensureopportunitynotjustforthosewiththemostmoneyandinfluence,butforeveryAmericanwho'swillingtowork.,,,,
That'sthepromiseofAmerica-theideathatweareresponsibleforourselves,butthatwealsoriseorfallasonenation;thefundamentalbeliefthatIammybrother'skeeper;Iammysister'skeeper.,,,,,,
That'sthepromiseweneedtokeep.That'sthechangeweneedrightnow.SoletmespelloutexactlywhatthatchangewouldmeanifIamPresident.,,,,,,,
Changemeansataxcodethatdoesn'trewardthelobbyistswhowroteit,buttheAmericanworkersandsmallbusinesseswhodeserveit.,,,,,,
UnlikeJohnMcCain,Iwillstopgivingtaxbreakstocorporationsthatshipjobsoverseas,andIwillstartgivingthemtocompaniesthatcreategoodjobsrighthereinAmerica.,,,,,
Iwilleliminatecapitalgainstaxesforthesmallbusinessesandthestart-upsthatwillcreatethehigh-wage,high-techjobsoftomorrow.,,,,,,
Iwillcuttaxes-cuttaxes-for95%ofallworkingfamilies.Becauseinaneconomylikethis,thelastthingweshoulddoisraisetaxesonthemiddle-class.,,,,,,
Andforthesakeofoureconomy,oursecurity,andthefutureofourplanet,IwillsetacleargoalasPresident:intenyears,wewillfinallyendourdependenceonoilfromtheMiddleEast.,,,
Washington'sbeentalkingaboutouroiladdictionforthelastthirtyyears,andJohnMcCainhasbeentherefortwenty-sixofthem.Inthattime,he'ssaidnotohigherfuel-efficiencystandardsforcars,notoinvestmentsinrenewableenergy,notorenewablefuels.Andtoday,weimporttripletheamountofoilasthedaythatSenatorMcCaintookoffice.,,
Nowisthetimetoendthisaddiction,andtounderstandthatdrillingisastop-gapmeasure,notalong-termsolution.Notevenclose.,,,,,
AsPresident,Iwilltapournaturalgasreserves,investincleancoaltechnology,andfindwaystosafelyharnessnuclearpower.I'llhelpourautocompaniesre-tool,sothatthefuel-efficientcarsofthefuturearebuiltrighthereinAmerica.I'llmakeiteasierfortheAmericanpeopletoaffordthesenewcars.AndI'llinvest150billiondollarsoverthenextdecadeinaffordable,renewablesourcesofenergy-windpowerandsolarpowerandthenextgenerationofbiofuels;aninvestmentthatwillleadtonewindustriesandfivemillionnewjobsthatpaywellandcan'teverbeoutsourced.,,
America,nowisnotthetimeforsmallplans.,,,,,,
Nowisthetimetofinallymeetourmoralobligationtoprovideeverychildaworld-classeducation,becauseitwilltakenothinglesstocompeteintheglobaleconomy.MichelleandIareonlyheretonightbecauseweweregivenachanceataneducation.AndIwillnotsettleforanAmericawheresomekidsdon'thavethatchance.I'llinvestinearlychildhoodeducation.I'llrecruitanarmyofnewteachers,andpaythemhighersalariesandgivethemmoresupport.Andinexchange,I'llaskforhigherstandardsandmoreaccountability.AndwewillkeepourpromisetoeveryyoungAmerican-ifyoucommittoservingyourcommunityoryourcountry,wewillmakesureyoucanaffordacollegeeducation.,,,
Nowisthetimetofinallykeepthepromiseofaffordable,accessiblehealthcareforeverysingleAmerican.Ifyouhavehealthcare,myplanwillloweryourpremiums.Ifyoudon't,you'llbeabletogetthesamekindofcoveragethatmembersofCongressgivethemselves.Andassomeonewhowatchedmymotherarguewithinsurancecompanieswhileshelayinbeddyingofcancer,Iwillmakecertainthosecompaniesstopdiscriminatingagainstthosewhoaresickandneedcarethemost.,,,
Nowisthetimetohelpfamilieswithpaidsickdaysandbetterfamilyleave,becausenobodyinAmericashouldhavetochoosebetweenkeepingtheirjobsandcaringforasickchildorailingparent.,,,,,,
Nowisthetimetochangeourbankruptcylaws,sothatyourpensionsareprotectedaheadofCEObonuses;andthetimetoprotectSocialSecurityforfuturegenerations.,,,,,,
Andnowisthetimetokeepthepromiseofequalpayforanequalday'swork,becauseIwantmydaughterstohaveexactlythesameopportunitiesasyoursons.,,,,,,
Now,manyoftheseplanswillcostmoney,whichiswhyI'velaidouthowI'llpayforeverydime-byclosingcorporateloopholesandtaxhavensthatdon'thelpAmericagrow.ButIwillalsogothroughthefederalbudget,linebyline,eliminatingprogramsthatnolongerworkandmakingtheoneswedoneedworkbetterandcostless-becausewecannotmeettwenty-firstcenturychallengeswithatwentiethcenturybureaucracy.,,,
AndDemocrats,"wemustalsoadmitthatfulfillingAmerica'spromisewillrequiremorethanjustmoney.ItwillrequirearenewedsenseofresponsibilityfromeachofustorecoverwhatJohnF.Kennedycalledour""intellectualandmoralstrength.""Yes",governmentmustleadonenergyindependence,buteachofusmustdoourparttomakeourhomesandbusinessesmoreefficient.Yes,wemustprovidemoreladderstosuccessforyoungmenwhofallintolivesofcrimeanddespair.Butwemustalsoadmitthatprogramsalonecan'treplaceparents;thatgovernmentcan'tturnoffthetelevisionandmakeachilddoherhomework;thatfathersmusttakemoreresponsibilityforprovidingtheloveandguidancetheirchildrenneed.,,,
Individualresponsibilityandmutualresponsibility-that'stheessenceofAmerica'spromise.,,,,,,,
Andjustaswekeepourkeepourpromisetothenextgenerationhereathome,somustwekeepAmerica'spromiseabroad.IfJohnMcCainwantstohaveadebateaboutwhohasthetemperament,andjudgment,toserveasthenextCommander-in-Chief,that'sadebateI'mreadytohave.,,,
ForwhileSenatorMcCainwasturninghissightstoIraqjustdaysafter9/11,Istoodupandopposedthiswar,"knowingthatitwoulddistractusfromtherealthreatsweface.WhenJohnMcCainsaidwecouldjust""muddlethrough""inAfghanistan",Iarguedformoreresourcesandmoretroopstofinishthefightagainsttheterroristswhoactuallyattackeduson9/11,andmadeclearthatwemusttakeoutOsamabinLadenandhislieutenantsifwehavetheminoursights.JohnMcCainlikestosaythathe'llfollowbinLadentotheGatesofHell-buthewon'tevengotothecavewherehelives.,,,
Andtoday,asmycallforatimeframetoremoveourtroopsfromIraqhasbeenechoedbytheIraqigovernmentandeventheBushAdministration,evenafterwelearnedthatIraqhasa$79billionsurpluswhilewe'rewallowingindeficits,JohnMcCainstandsaloneinhisstubbornrefusaltoendamisguidedwar.,,,,
That'snotthejudgmentweneed.Thatwon'tkeepAmericasafe.WeneedaPresidentwhocanfacethethreatsofthefuture,notkeepgraspingattheideasofthepast.,,,,,,
Youdon'tdefeataterroristnetworkthatoperatesineightycountriesbyoccupyingIraq.Youdon'tprotectIsraelanddeterIranjustbytalkingtoughinWashington.Youcan'ttrulystandupforGeorgiawhenyou'vestrainedouroldestalliances.IfJohnMcCainwantstofollowGeorgeBushwithmoretoughtalkandbadstrategy,thatishischoice-butitisnotthechangeweneed.,,,,,,
WearethepartyofRoosevelt.WearethepartyofKennedy.Sodon'ttellmethatDemocratswon'tdefendthiscountry.Don'ttellmethatDemocratswon'tkeepussafe.TheBush-McCainforeignpolicyhassquanderedthelegacythatgenerationsofAmericans--DemocratsandRepublicans-havebuilt,andweareheretorestorethatlegacy.,,,,,,
AsCommander-in-Chief,Iwillneverhesitatetodefendthisnation,butIwillonlysendourtroopsintoharm'swaywithaclearmissionandasacredcommitmenttogivethemtheequipmenttheyneedinbattleandthecareandbenefitstheydeservewhentheycomehome.,,,,,
IwillendthiswarinIraqresponsibly,andfinishthefightagainstalQaedaandtheTalibaninAfghanistan.Iwillrebuildourmilitarytomeetfutureconflicts.ButIwillalsorenewthetough,directdiplomacythatcanpreventIranfromobtainingnuclearweaponsandcurbRussianaggression.Iwillbuildnewpartnershipstodefeatthethreatsofthe21stcentury:terrorismandnuclearproliferation;povertyandgenocide;climatechangeanddisease.AndIwillrestoreourmoralstanding,sothatAmericaisonceagainthatlast,besthopeforallwhoarecalledtothecauseoffreedom,wholongforlivesofpeace,andwhoyearnforabetterfuture.,
ThesearethepoliciesIwillpursue.Andintheweeksahead,IlookforwardtodebatingthemwithJohnMcCain.,,,,,,
ButwhatIwillnotdoissuggestthattheSenatortakeshispositionsforpoliticalpurposes.Becauseoneofthethingsthatwehavetochangeinourpoliticsistheideathatpeoplecannotdisagreewithoutchallengingeachother'scharacterandpatriotism.,,,,,,,
Thetimesaretooserious,thestakesaretoohighforthissamepartisanplaybook.Soletusagreethatpatriotismhasnoparty.Ilovethiscountry,andsodoyou,andsodoesJohnMcCain.ThemenandwomenwhoserveinourbattlefieldsmaybeDemocratsandRepublicansandIndependents,buttheyhavefoughttogetherandbledtogetherandsomediedtogetherunderthesameproudflag.TheyhavenotservedaRedAmericaoraBlueAmerica-theyhaveservedtheUnitedStatesofAmerica.,,,
SoI'vegotnewsforyou,JohnMcCain.Weallputourcountryfirst.,,,,,,
America,ourworkwillnotbeeasy.Thechallengeswefacerequiretoughchoices,andDemocratsaswellasRepublicanswillneedtocastofftheworn-outideasandpoliticsofthepast.Forpartofwhathasbeenlostthesepasteightyearscan'tjustbemeasuredbylostwagesorbiggertradedeficits.Whathasalsobeenlostisoursenseofcommonpurpose-oursenseofhigherpurpose.Andthat'swhatwehavetorestore.,,,,,
Wemaynotagreeonabortion,butsurelywecanagreeonreducingthenumberofunwantedpregnanciesinthiscountry.TherealityofgunownershipmaybedifferentforhuntersinruralOhiothanforthoseplaguedbygang-violenceinCleveland,butdon'ttellmewecan'tupholdtheSecondAmendmentwhilekeepingAK-47soutofthehandsofcriminals.Iknowtherearedifferencesonsame-sexmarriage,butsurelywecanagreethatourgayandlesbianbrothersandsistersdeservetovisitthepersontheyloveinthehospitalandtolivelivesfreeofdiscrimination.Passionsflyonimmigration,butIdon'tknowanyonewhobenefitswhenamotherisseparatedfromherinfantchildoranemployerundercutsAmericanwagesbyhiringillegalworkers.ThistooispartofAmerica'spromise-thepromiseofademocracywherewecanfindthestrengthandgracetobridgedividesanduniteincommoneffort.,,,
Iknowtherearethosewhodismisssuchbeliefsashappytalk.Theyclaimthatourinsistenceonsomethinglarger,somethingfirmerandmorehonestinourpubliclifeisjustaTrojanHorseforhighertaxesandtheabandonmentoftraditionalvalues.Andthat'stobeexpected.Becauseifyoudon'thaveanyfreshideas,thenyouusestaletacticstoscarethevoters.Ifyoudon'thavearecordtorunon,thenyoupaintyouropponentassomeonepeopleshouldrunfrom.,,,,
Youmakeabigelectionaboutsmallthings.,,,,,,,
Andyouknowwhat-it'sworkedbefore.Becauseitfeedsintothecynicismweallhaveaboutgovernment.WhenWashingtondoesn'twork,allitspromisesseemempty.Ifyourhopeshavebeendashedagainandagain,thenit'sbesttostophoping,andsettleforwhatyoualreadyknow.,,,,
Igetit.IrealizethatIamnotthelikeliestcandidateforthisoffice.Idon'tfitthetypicalpedigree,andIhaven'tspentmycareerinthehallsofWashington.,,,,,,
ButIstandbeforeyoutonightbecauseallacrossAmericasomethingisstirring.Whatthenay-sayersdon'tunderstandisthatthiselectionhasneverbeenaboutme.It'sbeenaboutyou.,,,,,,,
Foreighteenlongmonths,youhavestoodup,onebyone,andsaidenoughtothepoliticsofthepast.Youunderstandthatinthiselection,thegreatestriskwecantakeistotrythesameoldpoliticswiththesameoldplayersandexpectadifferentresult.Youhaveshownwhathistoryteachesus-thatatdefiningmomentslikethisone,thechangeweneeddoesn'tcomefromWashington.ChangecomestoWashington.ChangehappensbecausetheAmericanpeopledemandit-becausetheyriseupandinsistonnewideasandnewleadership,anewpoliticsforanewtime.,
America,thisisoneofthosemoments.,,,,,,
Ibelievethatashardasitwillbe,thechangeweneediscoming.BecauseI'veseenit.BecauseI'velivedit.I'veseenitinIllinois,whenweprovidedhealthcaretomorechildrenandmovedmorefamiliesfromwelfaretowork.I'veseenitinWashington,whenweworkedacrosspartylinestoopenupgovernmentandholdlobbyistsmoreaccountable,togivebettercareforourveteransandkeepnuclearweaponsoutofterroristhands.,,,
AndI'veseenitinthiscampaign.Intheyoungpeoplewhovotedforthefirsttime,andinthosewhogotinvolvedagainafteraverylongtime.IntheRepublicanswhoneverthoughtthey'dpickupaDemocraticballot,butdid.I'veseenitintheworkerswhowouldrathercuttheirhoursbackadaythanseetheirfriendslosetheirjobs,inthesoldierswhore-enlistafterlosingalimb,inthegoodneighborswhotakeastrangerinwhenahurricanestrikesandthefloodwatersrise.,,,
Thiscountryofourshasmorewealththananynation,butthat'snotwhatmakesusrich.WehavethemostpowerfulmilitaryonEarth,butthat'snotwhatmakesusstrong.Ouruniversitiesandourculturearetheenvyoftheworld,butthat'snotwhatkeepstheworldcomingtoourshores.,,,,
Instead,itisthatAmericanspirit-thatAmericanpromise-thatpushesusforwardevenwhenthepathisuncertain;thatbindsustogetherinspiteofourdifferences;thatmakesusfixoureyenotonwhatisseen,butwhatisunseen,thatbetterplacearoundthebend.,,,,
Thatpromiseisourgreatestinheritance.It'sapromiseImaketomydaughterswhenItucktheminatnight,andapromisethatyoumaketoyours-apromisethathasledimmigrantstocrossoceansandpioneerstotravelwest;apromisethatledworkerstopicketlines,andwomentoreachfortheballot.,,,,,
Anditisthatpromisethatfortyfiveyearsagotoday,broughtAmericansfromeverycornerofthislandtostandtogetheronaMallinWashington,beforeLincoln'sMemorial,andhearayoungpreacherfromGeorgiaspeakofhisdream.,,,,
Themenandwomenwhogatheredtherecould'veheardmanythings.Theycould'veheardwordsofangeranddiscord.Theycould'vebeentoldtosuccumbtothefearandfrustrationofsomanydreamsdeferred.,,,,,,,
Butwhatthepeopleheardinstead-peopleofeverycreedandcolor,fromeverywalkoflife-isthatinAmerica,ourdestinyisinextricablylinked.Thattogether,ourdreamscanbeone.,,,,
"Wecannotwalkalone,thepreachercried.""Andaswewalk","wemustmakethepledgethatweshallalwaysmarchahead.Wecannotturnback.""",,,,,,
America,wecannotturnback.Notwithsomuchworktobedone.Notwithsomanychildrentoeducate,andsomanyveteranstocarefor.Notwithaneconomytofixandcitiestorebuildandfarmstosave.Notwithsomanyfamiliestoprotectandsomanylivestomend.America,wecannotturnback.Wecannotwalkalone.Atthismoment,inthiselection,wemustpledgeoncemoretomarchintothefuture.Letuskeepthatpromise-thatAmericanpromise-andinthewordsofScriptureholdfirmly,withoutwavering,tothehopethatweconfess.
Thankyou,andGodBlesstheUnitedStatesofAmerica.,,,,,,
